lonlat,2019-04-02_07-30,2019-04-02_07-31
"116.367868,39.967659",20,20
"116.376849,39.967924",60,60
"116.377993,39.967957",60,60
"116.37849,39.967972",60,60
"116.378868,39.968005",60,60
"116.379234,39.968055",60,60
"116.3795,39.968117",60,60
"116.379759,39.968208",60,60
"116.379948,39.968297",60,60
"116.38017,39.968435",60,60
"116.380534,39.968783",60,60
"116.380667,39.968999",60,60
"116.380748,39.96918",60,60
"116.380814,39.969384",60,60
"116.380868,39.969565",60,60
"116.380947,39.970091",60,60
"116.381056,39.970992",60,60
"116.386562,39.968367",40,40
"116.385826,39.968423",60,60
"116.385293,39.968454",60,60
"116.384706,39.968446",60,60
"116.517178,39.773946",20,20
"116.517292,39.773894",20,20
"116.527716,39.767317",20,20
"116.540398,39.763147",20,20
"116.540912,39.763282",20,20
"116.541516,39.763537",20,20
"116.4722,39.838512",20,20
"116.472655,39.838093",20,20
"116.334159,39.967298",20,20
"116.334165,39.967221",20,20
"116.492616,39.784443",20,20
"116.343944,39.98621",40,40
"116.344841,39.986471",40,40
"116.617142,40.044282",20,20
"116.616644,40.047227",40,40
"116.548125,39.77825",20,20
"116.424479,39.776197",20,20
"116.424335,39.775802",20,20
"116.420979,39.769708",20,20
"116.420766,39.769406",20,20
"116.420039,39.768743",20,20
"116.418155,39.767295",20,20
"116.427378,39.781906",20,20
"116.427673,39.78238",20,20
"116.354391,39.778003",60,60
"116.365109,39.777396",20,20
"116.369383,39.776502",20,20
"116.370245,39.776072",20,20
"116.371793,39.774925",20,20
"116.373164,39.773022",20,20
"116.373363,39.772559",20,20
"116.348359,39.778512",20,20
"116.265746,39.799426",20,20
"116.26599,39.797924",20,20
"116.265916,39.799437",20,20
"116.265805,39.800883",20,20
"116.265634,39.804538",20,20
"116.265265,39.806667",20,20
"116.26458,39.808863",20,20
"116.263893,39.810194",20,20
"116.262657,39.81235",20,20
"116.261138,39.814249",20,20
"116.256223,39.819954",20,20
"116.248806,39.828578",20,20
"116.246191,39.830491",20,20
"116.236291,39.833993",20,20
"116.234963,39.835115",20,20
"116.231818,39.838788",20,20
"116.229553,39.840921",20,20
"116.228184,39.842228",20,20
"116.226938,39.843524",20,20
"116.226824,39.843423",20,20
"116.229396,39.840837",20,20
"116.232461,39.837845",20,20
"116.234355,39.835613",20,20
"116.234833,39.835049",20,20
"116.236162,39.833875",20,20
"116.237636,39.833016",20,20
"116.239145,39.83252",20,20
"116.242401,39.831595",20,20
"116.244544,39.83102",20,20
"116.246062,39.830406",20,20
"116.247375,39.829548",20,20
"116.248591,39.828559",20,20
"116.256009,39.819907",20,20
"116.265094,39.806647",20,20
"116.223122,39.84764",20,20
"116.222304,39.848747",20,20
"116.221959,39.849333",20,20
"116.221806,39.849633",20,20
"116.220547,39.855983",20,20
"116.220144,39.85719",20,20
"116.219657,39.858231",20,20
"116.21925,39.858867",20,20
"116.218921,39.859379",20,20
"116.217971,39.860627",20,20
"116.220259,39.896983",60,60
"116.117544,39.88769",20,20
"116.118103,39.887595",20,20
"116.122356,39.88702",20,20
"116.209463,39.884632",60,60
"116.210858,39.887903",60,60
"116.211347,39.88935",60,60
"116.211465,39.890034",60,60
"116.211532,39.890958",60,60
"116.211496,39.891935",60,60
"116.211436,39.892877",60,60
"116.211324,39.894404",20,20
"116.211281,39.896326",60,60
"116.211288,39.898036",60,60
"116.211227,39.901932",60,60
"116.211159,39.894282",20,20
"116.211267,39.892847",60,60
"116.21212,39.923887",40,40
"116.212297,39.923884",40,40
"116.212324,39.925457",60,60
"116.212342,39.92646",60,60
"116.212339,39.928558",60,60
"116.212145,39.934437",60,60
"116.212059,39.938222",60,60
"116.212011,39.939995",40,40
"116.569404,39.751369",20,20
"116.566632,39.750131",20,20
"116.56267,39.748307",20,20
"116.556947,39.746568",20,20
"116.556945,39.746434",20,20
"116.557739,39.746568",20,20
"116.559406,39.746968",20,20
"116.560361,39.747264",20,20
"116.561285,39.747605",20,20
"116.562757,39.748233",20,20
"116.563526,39.748586",40,40
"116.565758,39.749602",20,20
"116.566727,39.750055",20,20
"116.568132,39.75067",20,20
"116.569464,39.751288",20,20
"116.572805,39.752694",20,20
"116.572939,39.752732",20,20
"116.57306,39.752737",20,20
"116.573218,39.752725",20,20
"116.573304,39.748457",20,20
"116.572693,39.749117",20,20
"116.572384,39.749443",20,20
"116.572157,39.749795",20,20
"116.571834,39.752992",20,20
"116.571446,39.752559",20,20
"116.570941,39.752191",20,20
"116.575113,39.753503",20,20
"116.575094,39.753825",20,20
"116.574921,39.754126",20,20
"116.574748,39.754299",20,20
"116.538066,39.745833",20,20
"116.536275,39.745421",20,20
"116.534133,39.744758",20,20
"116.529296,39.74286",20,20
"116.529024,39.742757",20,20
"116.527064,39.742008",20,20
"116.524883,39.741157",20,20
"116.523327,39.740602",20,20
"116.522242,39.740308",20,20
"116.520676,39.740028",20,20
"116.512576,39.739249",20,20
"116.510244,39.739035",20,20
"116.506046,39.738471",20,20
"116.505012,39.738244",20,20
"116.502512,39.737605",20,20
"116.539,39.74589",20,20
"116.540076,39.746034",20,20
"116.540891,39.746097",20,20
"116.54163,39.746149",20,20
"116.543626,39.746213",20,20
"116.547774,39.746217",20,20
"116.551951,39.746246",20,20
"116.554123,39.746247",20,20
"116.554863,39.746263",20,20
"116.555913,39.746326",20,20
"116.556703,39.746408",20,20
"116.494287,39.734245",20,20
"116.494918,39.734543",20,20
"116.498907,39.736271",20,20
"116.499466,39.736504",20,20
"116.50039,39.73684",20,20
"116.501326,39.737151",20,20
"116.56342,39.868352",20,20
"116.565233,39.868269",20,20
"116.543712,39.912361",20,20
"116.54369,39.912045",20,20
"116.543614,39.911809",20,20
"116.543406,39.911438",20,20
"116.54878,39.909514",20,20
"116.548138,39.909575",20,20
"116.547635,39.909652",20,20
"116.547216,39.909754",20,20
"116.546799,39.9099",20,20
"116.538358,39.9092",20,20
"116.538976,39.909123",20,20
"116.541009,39.908974",20,20
"116.541283,39.908944",20,20
"116.541544,39.908903",20,20
"116.544156,39.908346",20,20
"116.544552,39.908267",60,60
"116.54485,39.908241",60,60
"116.54605,39.908688",20,20
"116.54404,39.907246",20,20
"116.544228,39.906993",20,20
"116.544408,39.906709",20,20
"116.544567,39.906417",20,20
"116.545219,39.905152",60,60
"116.545208,39.906254",60,60
"116.545232,39.90664",60,60
"116.545313,39.906944",60,60
"116.544202,39.911127",60,60
"116.543969,39.91326",60,40
"116.543805,39.915605",40,40
"116.546153,39.908872",20,20
"116.546219,39.909045",20,20
"116.546153,39.909565",20,20
"116.546075,39.90972",20,20
"116.545939,39.909899",20,20
"116.544481,39.911707",60,60
"116.54427,39.912137",60,60
"116.544156,39.912579",60,60
"116.556507,39.868749",20,20
"116.554518,39.868839",20,20
"116.541197,39.869328",20,20
"116.536875,39.869506",20,20
"116.485448,39.8712",20,20
"116.489599,39.871157",20,20
"116.548548,39.873354",20,20
"116.548501,39.87259",20,20
"116.548445,39.872219",20,20
"116.548304,39.871935",20,20
"116.547478,39.867537",20,20
"116.54789,39.867413",20,20
"116.548248,39.867365",20,20
"116.548608,39.867382",20,20
"116.551649,39.868494",20,20
"116.552195,39.86862",20,20
"116.552621,39.868665",20,20
"116.554001,39.868704",20,20
"116.547844,39.871221",20,20
"116.545445,39.869615",20,20
"116.544982,39.86948",20,20
"116.544452,39.869387",20,20
"116.543804,39.869328",20,20
"116.548177,39.871697",20,20
"116.548752,39.883339",20,20
"116.548736,39.883514",20,20
"116.548362,39.886434",20,20
"116.548052,39.888864",20,20
"116.547866,39.890555",60,60
"116.547596,39.893004",20,20
"116.547291,39.894549",60,60
"116.547055,39.895808",60,60
"116.546635,39.898048",60,60
"116.546184,39.900387",60,60
"116.548161,39.865848",20,20
"116.548229,39.866704",20,20
"116.548512,39.869319",20,20
"116.548649,39.870485",20,20
"116.54882,39.872066",20,20
"116.548882,39.873372",20,20
"116.491173,39.871128",20,20
"116.496665,39.870913",20,20
"116.497011,39.8709",20,20
"116.50116,39.870807",20,20
"116.504806,39.870724",20,20
"116.506983,39.870655",20,20
"116.544514,39.846095",20,20
"116.545557,39.869046",20,20
"116.54599,39.868942",20,20
"116.546411,39.868864",20,20
"116.546789,39.868772",20,20
"116.547097,39.868651",20,20
"116.547664,39.868309",20,20
"116.547938,39.868126",20,20
"116.548274,39.867972",20,20
"116.548642,39.867886",20,20
"116.550327,39.868483",20,20
"116.553652,39.868927",20,20
"116.553085,39.869003",20,20
"116.552648,39.869106",20,20
"116.552241,39.86923",20,20
"116.551832,39.869406",20,20
"116.548733,39.870708",20,20
"116.548056,39.870627",20,20
"116.548665,39.869735",20,20
"116.548742,39.869927",20,20
"116.548872,39.870079",20,20
"116.550055,39.869508",20,20
"116.549944,39.869346",20,20
"116.549744,39.869227",20,20
"116.549486,39.869148",20,20
"116.549253,39.869151",20,20
"116.547794,39.869181",20,20
"116.550473,39.868701",20,20
"116.550533,39.86887",20,20
"116.550563,39.86927",20,20
"116.550515,39.869478",20,20
"116.54688,39.869457",20,20
"116.546881,39.869199",20,20
"116.546946,39.868943",20,20
"116.547059,39.868716",20,20
"116.547646,39.867821",20,20
"116.547743,39.867555",20,20
"116.54781,39.86728",20,20
"116.547852,39.866997",20,20
"116.54785,39.86658",20,20
"116.547777,39.865415",20,20
"116.54779,39.864866",20,20
"116.547917,39.864303",20,20
"116.548135,39.864178",20,20
"116.548209,39.864444",20,20
"116.548249,39.864895",20,20
"116.548292,39.865679",20,20
"116.548334,39.866032",20,20
"116.548515,39.866467",20,20
"116.48381,39.846551",60,60
"116.484356,39.847323",60,60
"116.484754,39.848085",60,60
"116.48513,39.848926",60,60
"116.48546,39.850002",60,60
"116.483615,39.846625",60,60
"116.482583,39.845445",20,20
"116.485251,39.850023",60,60
"116.484913,39.848957",60,60
"116.484572,39.84816",60,60
"116.484147,39.847392",60,60
"116.485607,39.850618",60,60
"116.485938,39.852273",60,60
"116.486225,39.854094",60,60
"116.486644,39.856716",60,60
"116.487605,39.862649",60,60
"116.487926,39.864703",60,60
"116.494473,39.871286",20,20
"116.49342,39.871354",20,20
"116.49261,39.871424",20,20
"116.492131,39.87155",20,20
"116.491762,39.871725",20,20
"116.488788,39.868328",20,20
"116.488938,39.868734",20,20
"116.489098,39.869182",20,20
"116.489293,39.874458",60,60
"116.488809,39.873723",20,20
"116.489695,39.872993",60,60
"116.489272,39.873037",60,60
"116.488624,39.87292",20,20
"116.488282,39.872748",20,20
"116.489773,39.874472",60,60
"116.489692,39.874904",60,60
"116.489641,39.875399",60,60
"116.487719,39.871792",20,20
"116.487782,39.871491",20,20
"116.488156,39.870679",20,20
"116.48831,39.870371",20,20
"116.488388,39.870073",20,20
"116.488461,39.869543",20,20
"116.489758,39.871155",20,20
"116.490055,39.871037",20,20
"116.490242,39.870948",20,20
"116.490401,39.870821",20,20
"116.489167,39.870369",60,60
"116.489096,39.870611",60,60
"116.489111,39.870873",20,20
"116.489376,39.872584",60,60
"116.489399,39.872939",60,60
"116.489288,39.873271",60,60
"116.487905,39.869921",20,20
"116.48826,39.869775",20,20
"116.488483,39.869703",20,20
"116.488767,39.869652",20,20
"116.48903,39.869621",20,20
"116.492359,39.870773",20,20
"116.492718,39.870869",20,20
"116.493063,39.870915",20,20
"116.493543,39.870918",20,20
"116.495511,39.870863",20,20
"116.488628,39.873523",20,20
"116.487068,39.871658",20,20
"116.487005,39.87129",20,20
"116.487071,39.870932",20,20
"116.489315,39.873439",60,60
"116.48936,39.873703",60,60
"116.48975,39.876093",60,60
"116.489842,39.876931",60,60
"116.48989,39.877868",60,60
"116.489929,39.878981",60,60
"116.489912,39.882781",60,60
"116.489172,39.873712",60,60
"116.488656,39.870623",60,60
"116.488433,39.869252",20,20
"116.488378,39.867468",60,40
"116.488124,39.867217",60,60
"116.488323,39.867223",60,60
"116.488646,39.869227",20,20
"116.489423,39.870952",20,20
"116.489429,39.871683",20,20
"116.490682,39.871628",20,20
"116.490403,39.871448",20,20
"116.489288,39.883219",20,20
"116.50001,39.87141",40,40
"116.274022,39.914028",20,20
"116.274125,39.913313",20,20
"116.274172,39.898371",60,60
"116.274167,39.899572",60,60
"116.274171,39.904267",60,40
"116.273947,39.8984",60,60
"116.273926,39.897387",20,20
"116.273949,39.904255",60,40
"116.274198,39.909813",20,20
"116.274195,39.910964",20,20
"116.274347,39.913279",20,20
"116.2748,39.916064",20,20
"116.323692,39.897124",20,20
"116.318759,39.897112",20,20
"116.27722,39.896898",40,40
"116.278881,39.896868",40,40
"116.281274,39.896894",40,40
"116.293156,39.896918",20,20
"116.2971,39.896923",20,20
"116.305941,39.89706",20,20
"116.297108,39.897047",20,20
"116.301944,39.896916",20,20
"116.306121,39.89691",20,20
"116.306694,39.896922",40,40
"116.30827,39.896922",40,40
"116.285948,39.896914",20,20
"116.289123,39.896912",20,20
"116.289768,39.89688",20,20
"116.290111,39.896856",20,20
"116.290538,39.896859",20,20
"116.291086,39.896903",20,20
"116.265504,39.897013",20,20
"116.265138,39.897013",20,20
"116.2158,39.896337",20,20
"116.216424,39.896476",20,20
"116.217198,39.896617",20,20
"116.217944,39.896712",20,20
"116.218607,39.896772",60,60
"116.219447,39.896838",60,60
"116.220269,39.896862",60,60
"116.221121,39.89688",60,60
"116.224267,39.896877",60,60
"116.228079,39.896873",60,60
"116.203027,39.889283",20,20
"116.207966,39.891785",20,20
"116.205538,39.890133",20,20
"116.203619,39.889299",20,20
"116.20404,39.889419",20,20
"116.204601,39.889607",20,20
"116.205138,39.889814",20,20
"116.205636,39.890024",20,20
"116.206139,39.890293",20,20
"116.206867,39.890753",20,20
"116.208089,39.891682",20,20
"116.208316,39.891872",20,20
"116.205014,39.889473",20,20
"116.205115,39.889622",20,20
"116.205273,39.889741",20,20
"116.205593,39.889924",20,20
"116.402929,39.988445",60,60
"116.379315,39.987546",60,60
"116.384353,39.987689",40,40
"116.387397,39.987767",20,20
"116.461486,39.897053",40,40
"116.461532,39.891784",40,40
"116.461593,39.894818",40,40
"116.461625,39.896251",40,40
"116.461641,39.897028",40,40
"116.461447,39.894821",40,40
"116.461378,39.891778",40,40
"116.461286,39.886897",60,60
"116.557376,39.768117",20,20
"116.556346,39.769688",20,20
"116.55428,39.772519",20,20
"116.547451,39.779921",20,20
"116.544752,39.782247",20,20
"116.541907,39.784527",20,20
"116.539427,39.786704",20,20
"116.535657,39.790569",20,20
"116.534281,39.792173",20,20
"116.5305,39.797436",20,20
"116.529226,39.799337",20,20
"116.527756,39.801226",20,20
"116.556206,39.769631",20,20
"116.55723,39.76807",20,20
"116.365746,39.854949",60,60
"116.363088,39.854619",20,20
"116.362952,39.854681",20,20
"116.36287,39.854756",20,20
"116.362844,39.854871",20,20
"116.362923,39.855",20,20
"116.365073,39.831379",20,20
"116.345988,39.8427",20,20
"116.345987,39.844173",20,20
"116.345999,39.842312",20,20
"116.311665,39.872006",20,20
"116.271342,39.86532",20,20
"116.272531,39.865261",40,60
"116.27639,39.865097",20,40
"116.277846,39.865046",20,20
"116.279606,39.86502",20,20
"116.280852,39.865068",20,20
"116.283368,39.865269",60,60
"116.314039,39.83048",20,20
"116.31873,39.830473",20,20
"116.32314,39.830476",20,20
"116.325045,39.830477",20,20
"116.355876,39.93842",20,20
"116.355818,39.9393",20,20
"116.355816,39.939424",20,20
"116.355903,39.939679",20,20
"116.356004,39.93982",20,20
"116.356307,39.940106",60,60
"116.356441,39.940205",60,60
"116.356577,39.940335",60,60
"116.356695,39.94052",60,60
"116.356694,39.940656",20,20
"116.356624,39.940789",20,20
"116.356496,39.940893",20,20
"116.356352,39.940978",20,20
"116.355676,39.940998",20,20
"116.354926,39.940748",20,20
"116.287544,40.01284",40,40
"116.287324,40.014438",60,60
"116.287201,40.015021",60,60
"116.287052,40.015586",60,60
"116.286938,40.015871",60,60
"116.286779,40.016191",60,60
"116.289039,40.002378",60,60
"116.300027,39.986437",40,40
"116.299553,39.989405",60,60
"116.288937,40.003962",60,60
"116.30802,39.96335",20,20
"116.307487,39.966047",20,20
"116.307414,39.966717",20,20
"116.313473,39.964219",20,20
"116.312857,39.964086",20,20
"116.319007,39.965754",20,20
"116.307891,39.963338",20,20
"116.308071,39.96248",20,20
"116.308115,39.962174",20,20
"116.30813,39.961526",60,60
"116.308124,39.960904",60,60
"116.308184,39.960586",20,20
"116.308959,39.958352",20,20
"116.308702,39.960376",20,20
"116.309824,39.985319",20,20
"116.309118,39.985404",20,20
"116.308362,39.985522",20,20
"116.307346,39.985381",20,20
"116.306692,39.985385",20,20
"116.306458,39.985468",20,20
"116.306351,39.985563",20,20
"116.306327,39.985705",20,20
"116.308225,39.985828",20,20
"116.308239,39.985737",20,20
"116.308228,39.985393",20,20
"116.352154,40.023548",60,20
"116.352262,40.023224",60,20
"116.352418,40.022943",20,20
"116.352627,40.022708",20,20
"116.352821,40.022515",20,20
"116.353063,40.022342",20,20
"116.353707,40.022059",20,20
"116.354041,40.021977",20,20
"116.354467,40.021946",20,20
"116.354917,40.021977",40,40
"116.353079,40.02386",20,20
"116.360435,40.014277",20,40
"116.365611,40.007332",60,60
"116.367351,40.005008",60,60
"116.354296,40.022092",20,20
"116.355636,40.020363",20,20
"116.35248,40.025323",20,20
"116.351739,40.025814",20,20
"116.354059,40.023423",20,60
"116.355024,40.023447",60,60
"116.354818,40.023327",60,60
"116.354562,40.023263",60,60
"116.355676,40.021177",40,40
"116.605665,39.761235",20,20
"116.603562,39.760259",20,20
"116.601752,39.759539",20,20
"116.5993,39.758736",20,20
"116.586941,39.756904",20,20
"116.585554,39.756737",20,20
"116.584099,39.756542",20,20
"116.570192,39.751616",20,20
"116.572292,39.752586",20,20
"116.574082,39.753408",20,20
"116.575446,39.754012",20,20
"116.576205,39.754323",20,20
"116.577192,39.754696",20,20
"116.578196,39.755051",20,20
"116.579331,39.755408",20,20
"116.579645,39.755489",20,20
"116.580031,39.755598",20,20
"116.580776,39.755779",20,20
"116.618899,39.776717",20,20
"116.619742,39.778444",20,20
"116.605743,39.761136",20,20
"116.607931,39.762415",20,20
"116.609933,39.763834",20,20
"116.611384,39.765021",20,20
"116.612946,39.766573",20,20
"116.614304,39.768111",20,20
"116.61542,39.769747",20,20
"116.616399,39.771435",20,20
"116.617749,39.774227",20,20
"116.619595,39.778431",20,20
"116.618713,39.776711",20,20
"116.617628,39.774241",20,20
"116.616288,39.771436",20,20
"116.615318,39.76976",20,20
"116.614157,39.76811",20,20
"116.612835,39.766612",20,20
"116.611272,39.765074",20,20
"116.609787,39.763847",20,20
"116.607811,39.762474",20,20
"116.627295,39.79209",20,20
"116.626614,39.79115",20,20
"116.624211,39.787608",20,20
"116.623652,39.786639",20,20
"116.622371,39.78431",20,20
"116.621743,39.783063",20,20
"116.621881,39.78303",20,20
"116.622465,39.784244",20,20
"116.623754,39.786613",20,20
"116.624322,39.787577",20,20
"116.62556,39.78949",20,20
"116.627476,39.79213",20,20
"116.631954,39.795134",20,20
"116.630571,39.796709",20,20
"116.629136,39.797361",20,20
"116.62831,39.797749",20,20
"116.628086,39.792605",20,20
"116.628998,39.793495",20,20
"116.631576,39.794375",20,20
"116.625771,39.798846",20,20
"116.626987,39.79792",20,20
"116.627967,39.797137",20,20
